date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:25:15	10604/10604	---M--	200	added ('OK')	application/font-woff	etag:%225eb3112e-296c%22	https://app.surveoo.com/assets/plugins/global/fonts/summernote/summernote.woff?1d9aeaaff0a8939558a45be6cd52cd4c	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/summernote/summernote64fe.woff	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:16	17156/17156	---M--	200	added ('OK')	application/octet-stream	etag:%225eb3112e-4304%22	https://app.surveoo.com/assets/plugins/global/fonts/summernote/summernote.ttf?1d9aeaaff0a8939558a45be6cd52cd4c	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/summernote/summernote64fe.ttf	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:17	156260/156260	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225eb3112e-26264%22	https://app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-brands-400.eot	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-brands-400.eot	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:17	156260/156260	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225eb3112e-26264%22	https://app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-brands-400.eot?	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-brands-400d41d.eot	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:20	84772/84772	---M--	200	added ('OK')	application/octet-stream	etag:%225eb3112e-14b24%22	https://app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-brands-400.woff2	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-brands-400.woff2	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:20	98673/98673	---M--	200	added ('OK')	application/font-woff	etag:%225eb3112e-18171%22	https://app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-brands-400.woff	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-brands-400.woff	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:21	156072/156072	---M--	200	added ('OK')	application/octet-stream	etag:%225eb3112e-261a8%22	https://app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-brands-400.ttf	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-brands-400.ttf	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:21	33916/33916	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225eb3112e-847c%22	https://app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-regular-400.eot	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-regular-400.eot	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:21	33916/33916	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225eb3112e-847c%22	https://app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-regular-400.eot?	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-regular-400d41d.eot	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:21	12900/12900	---M--	200	added ('OK')	application/octet-stream	etag:%225eb3112e-3264%22	https://app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-regular-400.woff2	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-regular-400.woff2	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:22	927335/927335	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb3112e-e2667%22	https://app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-brands-400.svg	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-brands-400.svg	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:22	15489/15489	---M--	200	added ('OK')	application/font-woff	etag:%225eb3112e-3c81%22	https://app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-regular-400.woff	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-regular-400.woff	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:23	33724/33724	---M--	200	added ('OK')	application/octet-stream	etag:%225eb3112e-83bc%22	https://app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-regular-400.ttf	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-regular-400.ttf	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:23	113535/113535	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb3112e-1bb7f%22	https://app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-regular-400.svg	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-regular-400.svg	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:24	226312/226312	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225eb3112e-37408%22	https://app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-solid-900.eot	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-solid-900.eot	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:24	226312/226312	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225eb3112e-37408%22	https://app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-solid-900.eot?	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-solid-900d41d.eot	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:25	96752/96752	---M--	200	added ('OK')	application/octet-stream	etag:%225eb3112e-179f0%22	https://app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-solid-900.woff2	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-solid-900.woff2	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:26	125421/125421	---M--	200	added ('OK')	application/font-woff	etag:%225eb3112e-1e9ed%22	https://app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-solid-900.woff	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-solid-900.woff	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:27	226128/226128	---M--	200	added ('OK')	application/octet-stream	etag:%225eb3112e-37350%22	https://app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-solid-900.ttf	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-solid-900.ttf	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:27	75950/75950	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225eb3112e-128ae%22	https://app.surveoo.com/assets/plugins/global/fonts/flaticon/Flaticon.eot	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/flaticon/Flaticon.eot	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:28	923151/923151	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb3112e-e160f%22	https://app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-solid-900.svg	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/line-awesome/la-solid-900.svg	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:29	45580/45580	---M--	200	added ('OK')	application/font-woff	etag:%225eb3112e-b20c%22	https://app.surveoo.com/assets/plugins/global/fonts/flaticon/Flaticon.woff	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/flaticon/Flaticon.woff	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:29	75950/75950	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225eb3112e-128ae%22	https://app.surveoo.com/assets/plugins/global/fonts/flaticon/Flaticon.eot?	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/flaticon/Flaticond41d.eot	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:30	75772/75772	---M--	200	added ('OK')	application/octet-stream	etag:%225eb3112e-127fc%22	https://app.surveoo.com/assets/plugins/global/fonts/flaticon/Flaticon.ttf	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/flaticon/Flaticon.ttf	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:30	49358/49358	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225eb3112e-c0ce%22	https://app.surveoo.com/assets/plugins/global/fonts/flaticon2/Flaticon2.eot	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/flaticon2/Flaticon2.eot	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:30	562516/562516	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb3112e-89554%22	https://app.surveoo.com/assets/plugins/global/fonts/flaticon/Flaticon.svg	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/flaticon/Flaticon.svg	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:30	49358/49358	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225eb3112e-c0ce%22	https://app.surveoo.com/assets/plugins/global/fonts/flaticon2/Flaticon2.eot?	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/flaticon2/Flaticon2d41d.eot	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:31	29816/29816	---M--	200	added ('OK')	application/font-woff	etag:%225eb3112e-7478%22	https://app.surveoo.com/assets/plugins/global/fonts/flaticon2/Flaticon2.woff	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/flaticon2/Flaticon2.woff	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:31	49180/49180	---M--	200	added ('OK')	application/octet-stream	etag:%225eb3112e-c01c%22	https://app.surveoo.com/assets/plugins/global/fonts/flaticon2/Flaticon2.ttf	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/flaticon2/Flaticon2.ttf	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:31	282464/282464	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb3112e-44f60%22	https://app.surveoo.com/assets/plugins/global/fonts/flaticon2/Flaticon2.svg	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/flaticon2/Flaticon2.svg	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:32	52592/52592	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225eb3112e-cd70%22	https://app.surveoo.com/assets/plugins/global/fonts/socicon/socicon.eot	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/socicon/socicon.eot	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:32	52592/52592	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225eb3112e-cd70%22	https://app.surveoo.com/assets/plugins/global/fonts/socicon/socicon.eot?	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/socicon/socicond41d.eot	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:32	38700/38700	---M--	200	added ('OK')	application/font-woff	etag:%225eb3112e-972c%22	https://app.surveoo.com/assets/plugins/global/fonts/socicon/socicon.woff	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/socicon/socicon.woff	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:33	52428/52428	---M--	200	added ('OK')	application/octet-stream	etag:%225eb3112e-cccc%22	https://app.surveoo.com/assets/plugins/global/fonts/socicon/socicon.ttf	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/socicon/socicon.ttf	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:33	131294/131294	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb3112e-200de%22	https://app.surveoo.com/assets/plugins/global/fonts/socicon/socicon.svg	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/socicon/socicon.svg	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Jan%202024%2010:25:33%20GMT	https://app.surveoo.com/assets/plugins/global/fonts/@fontawesome/fa-brands-400.eot	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/@fontawesome/fa-brands-400.eot	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:34	9642/9642	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jan%202024%2010:25:34%20GMT	https://app.surveoo.com/en/assets/plugins/global/fonts/@fontawesome/fa-brands-400.eot	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/en/assets/plugins/global/fonts/@fontawesome/fa-brands-400.eot	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Jan%202024%2010:25:34%20GMT	https://app.surveoo.com/assets/plugins/global/fonts/@fontawesome/fa-brands-400.eot?	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/@fontawesome/fa-brands-400d41d.eot	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:35	76612/76612	---M--	200	added ('OK')	application/octet-stream	etag:%225eb3112e-12b44%22	https://app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-brands-400.woff2	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-brands-400.woff2	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:36	89824/89824	---M--	200	added ('OK')	application/font-woff	etag:%225eb3112e-15ee0%22	https://app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-brands-400.woff	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-brands-400.woff	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:36	132728/132728	---M--	200	added ('OK')	application/octet-stream	etag:%225eb3112e-20678%22	https://app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-brands-400.ttf	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-brands-400.ttf	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Jan%202024%2010:25:36%20GMT	https://app.surveoo.com/assets/plugins/global/fonts/@fontawesome/fa-regular-400.eot	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/@fontawesome/fa-regular-400.eot	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:37	715890/715890	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb3112e-aec72%22	https://app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-brands-400.svg	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-brands-400.svg	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:37	9642/9642	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jan%202024%2010:25:37%20GMT	https://app.surveoo.com/en/assets/plugins/global/fonts/@fontawesome/fa-regular-400.eot	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/en/assets/plugins/global/fonts/@fontawesome/fa-regular-400.eot	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Jan%202024%2010:25:37%20GMT	https://app.surveoo.com/assets/plugins/global/fonts/@fontawesome/fa-regular-400.eot?	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/@fontawesome/fa-regular-400d41d.eot	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
13:25:38	13584/13584	---M--	200	added ('OK')	application/octet-stream	etag:%225eb3112e-3510%22	https://app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-regular-400.woff2	C:/Users/brian/Desktop/brin/brayo/servey/app.surveoo.com/assets/plugins/global/fonts/@fortawesome/fa-regular-400.woff2	(from https://cdn-app.surveoo.com/assets/plugins/global/plugins.bundle.css?v=1)
